L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy,DAY,MIN.3.TIME
46,74,77,56,94,78,70,100,99.61,87.61,100,82.88,9.845,69.1,26,8422
60,88,68,46,80,93,81,86.23,100,89.765,100,93.115,19.885,81.11,26,8423
81,81,73,69,63,86,65,83.865,96.655,92.72,100,81.11,13.585,85.83,26,8424
97,92,49,74,54,87,48,58.075,48.825,100,100,80.125,23.23,76.58,26,8425
97,86,39,53,58,75,80,63.585,12.595,87.41,100,81.7,16.735,64.77,26,8426
89,103,52,67,55,91,69,68.12,15.75,100,95.675,84.85,15.95,67.33,26,8427
88,110,74,85,68,78,80,93.115,17.915,91.735,78.945,100,11.81,69.885,26,8428
85,111,62,68,67,69,72,85.835,20.67,80.715,92.325,99.61,11.025,70.48,26,8429
75,84,108,71,54,76,71,80.32,16.535,64.375,100,89.575,17.52,59.845,26,8430
89,87,91,67,70,105,54,58.075,12.8,70.475,98.23,76.78,20.87,55.91,26,8431
84,117,79,74,92,78,66,69.3,17.72,79.34,94.1,88.98,16.145,73.63,26,8432
84,101,92,59,83,75,61,74.615,16.14,74.22,100,78.35,9.845,94.69,26,8433
81,104,91,50,90,83,45,95.48,16.535,82.685,100,88.785,13.19,100,26,8434
93,102,72,51,82,64,67,71.46,47.835,86.03,100,75.795,11.025,88.39,26,8435
73,93,52,55,65,83,77,74.61,77.96,97.84,100,71.465,12.995,68.71,26,8436
92,91,105,52,58,81,63,71.855,46.66,85.83,100,79.73,13.585,63.195,26,8437
83,85,95,47,61,103,61,85.045,16.93,63.585,100,88.785,24.61,62.605,26,8438
74,118,86,66,82,105,56,93.31,35.435,79.335,100,80.52,27.165,59.26,26,8439
77,96,65,78,74,88,68,80.52,42.72,88.585,100,76.58,31.695,82.485,26,8440
83,116,69,78,62,76,57,85.44,24.215,72.84,100,85.64,29.335,100,26,8441
79,95,77,58,61,70,74,95.28,29.135,72.25,100,93.705,14.765,100,26,8442
76,98,86,55,74,84,51,75.395,17.52,93.505,100,80.52,42.915,100,26,8443
81,93,86,57,65,75,60,83.865,47.445,95.285,100,85.045,35.04,99.61,26,8444
73,84,78,43,89,77,96,81.305,67.525,84.06,100,77.175,21.855,75.4,26,8445
90,68,81,49,82,69,120,76.385,32.29,78.945,100,87.6,67.135,79.34,26,8446
70,88,84,53,71,66,118,59.65,27.76,87.405,100,88.98,69.885,60.24,26,8447
106,107,61,59,69,46,101,52.96,40.355,91.735,100,94.295,51.975,64.375,26,8448
89,75,62,47,57,76,119,59.845,43.9,76.185,100,72.05,54.73,73.825,26,8449
74,78,61,31,72,65,107,85.835,74.805,98.43,100,69.69,55.32,61.815,26,8450
81,80,61,35,58,64,114,75.4,76.38,100,100,74.22,32.29,75.4,26,8451
77,72,73,37,65,114,83,77.76,81.11,94.695,100,75.005,24.02,95.475,26,8452
86,79,84,54,85,114,78,65.165,85.44,81.695,100,67.135,22.44,98.235,26,8453
55,72,83,27,78,68,49,75.2,84.255,79.73,100,65.75,12.99,100,26,8454
91,74,80,38,101,65,55,83.27,91.345,99.415,100,73.04,10.04,100,26,8455
83,71,81,50,81,70,64,83.47,100,66.93,100,88.195,14.37,96.46,26,8456
81,83,63,38,74,93,60,75.99,97.25,90.16,100,88.59,27.955,100,26,8457
75,99,59,49,55,66,62,62.605,92.13,100,100,94.1,19.88,100,26,8458
80,78,56,43,60,70,65,76.58,56.695,100,100,93.31,12.205,100,26,8459
75,78,74,28,55,74,92,83.865,22.245,93.905,100,93.9,45.28,92.92,26,8460
54,88,74,30,86,61,95,99.02,16.93,96.265,100,86.03,39.375,86.425,26,8461
72,83,47,54,68,71,85,90.56,13.19,100,100,96.46,35.435,59.65,26,8462
66,91,61,55,62,77,73,89.38,22.44,100,100,82.09,21.855,53.745,26,8463
68,78,34,75,47,72,80,87.605,36.42,95.87,94.69,97.445,9.055,47.445,26,8464
74,103,49,60,32,81,66,66.345,31.3,100,97.84,91.935,13.585,37.8,26,8465
83,78,58,62,54,80,49,76.78,22.245,100,100,94.885,15.945,66.345,26,8466
66,93,59,53,51,68,39,91.145,15.55,100,100,100,37.8,100,26,8467
50,73,49,37,62,62,58,89.175,90.75,100,100,76.975,19.49,88.395,26,8468
61,66,67,31,45,42,64,93.71,92.525,82.485,100,94.49,5.12,73.23,26,8469
75,76,43,39,57,68,69,81.695,100,92.525,100,96.855,11.025,67.915,26,8470
69,64,72,42,41,84,79,86.025,94.1,97.84,100,100,14.965,75.795,26,8471
65,80,39,34,37,89,89,91.735,79.93,100,100,97.64,15.945,71.86,26,8472
71,87,61,64,42,74,75,88.195,60.835,97.445,100,96.855,11.615,73.63,26,8473
38,76,54,50,61,84,18,100,12.6,88.785,100,96.855,45.48,92.525,26,8474
67,62,55,71,81,82,64,92.72,8.665,89.18,67.33,95.675,27.76,83.075,26,8475
75,102,52,103.11,55,86,82,86.03,18.705,99.415,53.35,100,19.49,95.675,26,8476
73,99,77,80,50,63,83,96.07,25.395,100,89.57,93.705,13.39,100,26,8477
66,97,53,64,47,84,73,93.51,52.955,97.445,100,98.035,14.175,100,26,8478
73,92,51,59,60,92,78,90.95,46.07,96.065,100,91.54,11.81,84.255,26,8479
82,82,45,39,58,91,61,84.065,55.315,100,100,95.87,12.995,28.545,26,8480
49,73,66,56,47,63,64,100,18.11,85.24,100,98.63,16.14,27.76,26,8481
65,108,62,47,68,67,67,100,26.38,99.02,100,85.835,57.685,16.145,26,8482
42,82,31,37,52,84,62,100,25.985,100,100,95.475,39.18,43.11,26,8483
63,76,47,45,24,79,74,99.805,11.025,97.64,100,91.74,16.935,63.98,26,8484
88,101,37,44,55,78,34,84.06,15.16,100,100,100,14.57,75.595,26,8485
78,111,29,66,28,65,62,73.235,26.58,100,94.49,95.475,8.66,76.975,26,8486
60,78,69,72,33,80,48,98.825,15.945,79.73,72.84,100,17.915,78.745,26,8487
67,104,64,87,73,79,30,87.8,16.34,76.78,53.94,100,38.39,84.455,26,8488
85,95,42,65,40,72,57,66.345,13.975,100,100,97.05,34.845,73.825,26,8489
51,81,30,71,39,61,71,98.625,12.6,100,57.88,100,69.1,95.28,26,8490
54,86,55,82,78,73,60,96.265,21.26,100,63.785,93.9,71.855,74.61,26,8491
76,85,85,84,68,77,76,74.81,10.63,87.8,51.58,80.125,33.275,63.985,26,8492
87,111,42,90,81,77,50,78.545,16.735,100,54.14,81.11,25.79,71.265,26,8493
77,105,50,81,46,73,83,78.355,14.37,93.705,82.88,98.43,26.575,75.4,26,8494
74,109,89,71,97,65,79,86.03,25.395,71.66,82.285,96.265,30.315,62.41,26,8495
72,116,90,44,69,72,67,87.995,21.455,82.88,100,90.95,14.37,68.51,26,8496
97,104,81,46,101,83,76,59.845,21.065,87.01,100,70.87,19.095,44.885,26,8497
81,91,53,61,97,78,86,67.525,15.555,98.43,100,78.35,16.93,60.24,26,8498
64,98,56,60,56,85,69,91.94,40.75,89.965,96.065,90.755,16.34,25,26,8499
74,101,77,84.11,92,56,73,89.575,54.925,91.345,100,93.705,18.7,24.61,26,8500
75,97,88,37,103,81,63,76.975,34.65,97.05,100,87.41,72.645,10.435,26,8501
72,81,80,40,79,85,70,94.69,33.07,96.655,100,92.725,56.105,21.065,26,8502
81,74,44,53,80,82,66,91.54,36.03,83.865,100,94.3,28.15,30.91,26,8503
58,98,59,67,61,74,63,87.8,25.785,100,87.6,90.555,16.535,15.155,26,8504
103,106,75,82,53,76,75,61.42,40.755,100,81.895,84.85,30.515,45.475,26,8505
83,99,69,72,76,74,76,73.825,22.245,87.41,86.03,93.31,65.95,27.56,26,8506
91,91,45,74,69,88,85,64.965,16.535,87.015,66.74,88.39,62.995,22.44,26,8507
89,112,68,93,92,81,66,68.115,19.29,96.465,59.06,93.515,22.25,37.205,26,8508
82,103,66,70,80,81,76,72.445,18.11,100,88.39,86.62,21.065,83.27,26,8509
85,114,80,92,81,86,78,81.505,23.425,89.77,53.35,80.715,18.115,72.055,26,8510
88,99,77,71,83,92,75,75.4,15.75,94.1,67.13,82.485,20.085,62.41,26,8511
105,98,48,100,91,79,56,54.335,15.945,93.705,58.075,81.9,13.98,74.215,26,8512
83,103,65,75,54,67,57,74.02,13.78,98.23,71.855,100,8.27,60.045,26,8513
83,101,58,81,64,82,106,70.675,19.49,100,71.86,97.84,23.425,28.74,26,8514
96,94,79,92,110,87,96,62.995,14.37,98.825,43.115,90.36,20.275,17.52,26,8515
82,95,99,94,103,71,60,89.375,14.175,76.185,59.06,89.77,12.795,9.84,26,8516
84,102,79,77,98,57,71,91.15,12.405,78.35,58.865,79.14,75.79,31.695,26,8517
78,103,98,83,115,62,74,88.39,13.585,68.705,81.895,35.045,91.145,36.81,26,8518
105,114,95,65,117,80,84,55.12,29.53,82.485,65.75,24.215,81.11,47.445,26,8519
80,84,87,77,124,63,77,78.745,12.205,81.11,74.81,28.35,91.74,15.16,26,8520
99,110,89,73,116,80,84,53.55,21.265,64.57,63.785,23.82,87.8,18.7,26,8521
82,80,97,70,121,74,75,92.525,13.585,72.845,93.315,24.015,50.99,39.77,26,8522
81,103,91,73,121,89,71,91.345,35.825,41.735,87.605,23.43,47.245,36.815,26,8523
109,94,105,88,141,85,79,46.26,16.735,27.76,66.345,25.395,22.64,60.44,26,8524
92,102,79,56,105,68,86,61.03,21.26,36.225,100,19.49,16.93,55.715,26,8525
83,80,84,52,127,108,83,85.835,12.01,18.7,100,31.89,15.355,54.53,26,8526
102,103,119,71,123,72,75,59.26,15.745,41.735,96.66,22.445,14.17,58.86,26,8527
84,93,84,66,129,77,72,84.845,14.57,39.375,90.555,32.68,19.49,69.89,26,8528
100,104,104,91,118,71,71,58.47,14.175,22.445,57.875,32.68,8.465,57.285,26,8529
97,117,111,77,133,93,74,48.035,19.49,45.475,81.31,26.575,25.79,73.825,26,8530
89,106,90,98,116,83,69,73.04,15.155,15.16,75.005,23.23,13.19,60.045,26,8531
87,101,99,79,124,92,71,64.965,13.975,31.3,95.28,20.67,15.16,65.36,26,8532
79,91,97,93,111,72,78,64.77,13.19,16.735,87.015,33.27,8.465,92.53,26,8533
89,95,89,87,104,86,97,62.41,16.14,36.615,87.605,35.04,10.63,35.435,26,8534
97,100,94,72,87,80,106,51.38,15.355,28.345,100,78.94,12.205,29.335,26,8535
95,88,109,51,99,69,119,66.735,13.585,60.44,100,79.535,9.845,47.055,26,8536
92,105,99,70,91,80,113,56.5,16.93,51.575,100,63.59,12.795,51.185,26,8537
86,112,94,72,105,81,116,60.83,24.81,77.565,100,70.675,14.375,53.94,26,8538
100,89,109,52,124,86,118,68.31,24.61,66.145,100,33.27,14.965,51.185,26,8539
101,96,97,40,103,71,77,68.31,34.65,16.535,100,25,12.01,52.76,26,8540
95,86,106,57,118,91,74,67.13,81.3,41.145,100,23.82,10.04,36.815,26,8541
89,86,99,69,120,80,72,71.265,100,36.815,100,27.565,12.405,25.595,26,8542
102,91,98,62,117,80,66,56.5,89.575,28.94,100,37.405,11.225,23.23,26,8543
93,94,102,49,116,84,89,55.715,21.85,36.62,100,56.105,14.965,27.165,26,8544
89,88,122,51,144,85,70,65.16,68.905,32.68,100,33.665,10.825,29.53,26,8545
103,72,108,54,145,75,93,71.07,77.17,19.49,100,28.15,8.465,48.625,26,8546
95,100,92,53,128,78,72,64.18,21.065,25.99,100,30.12,11.22,51.185,26,8547
98,102,107,59,136,87,85,44.885,18.31,42.72,100,28.74,16.14,26.185,26,8548
85,81,100,50,123,80,58,78.355,20.08,22.245,100,22.64,10.04,14.965,26,8549
87,106,78,50,125,74,75,69.89,21.065,50.205,100,21.065,9.845,19.295,26,8550
96,97,94,67,131,76,70,70.28,25.195,28.545,100,26.97,9.055,29.53,26,8551
76,94,80,64,102,77,86,84.455,13.975,56.5,100,26.575,10.825,17.915,26,8552
98,110,102,95.11,131,86,74,75.595,15.945,56.895,99.02,25.005,10.83,23.625,26,8553
90,92,83,64,121,74,89,69.69,15.945,60.83,98.23,25.2,8.855,41.54,26,8554
91,117,92,59,141,82,80,66.15,27.56,45.865,100,29.135,11.02,17.715,26,8555
94,88,91,39,116,83,81,72.055,13.78,21.46,100,24.015,10.63,26.97,26,8556
74,92,104,51,138,69,83,76.975,13.19,41.735,100,33.27,9.45,17.325,26,8557
97,115,101,59,126,92,81,70.085,18.895,17.325,100,25.005,12.005,49.61,26,8558
96,109,96,58,127,88,83,60.04,28.74,59.65,100,22.835,19.295,47.645,26,8559
93,82,85,51,131,81,89,80.715,14.175,32.88,100,25.4,10.83,50.99,26,8560
104,91,98,51,111,60,72,56.7,18.505,34.06,100,37.6,6.69,37.205,26,8561
107,100,113,51,106,58,86,63.785,15.16,36.615,100,28.35,6.89,35.435,26,8562
98,102,111,69,136,76,81,50,15.16,24.215,95.475,37.995,11.22,45.48,26,8563
91,102,96,52,108,81,79,58.27,17.325,14.765,100,46.46,16.34,42.525,26,8564
101,91,113,41,114,88,88,67.915,12.8,30.905,100,37.01,11.81,22.835,26,8565
77,96,107,76,122,63,78,86.82,14.37,37.6,94.49,29.335,5.91,32.48,26,8566
104,97,100,74,119,72,83,61.42,16.73,32.085,90.36,30.515,7.87,40.555,26,8567
66,80,90,54,110,69,70,89.765,13.98,37.8,85.635,19.685,10.825,21.46,26,8568
83,81,86,79,127,55,73,90.75,21.065,15.945,99.61,30.12,6.3,18.31,26,8569
93,95,117,71,132,78,72,73.035,21.655,50,95.48,29.53,11.42,20.28,26,8570
99,94,104,68,104,81,75,74.22,18.705,42.13,100,30.12,11.22,30.905,26,8571
94,107,93,67,110,63,86,65.555,18.505,45.28,100,20.675,7.085,18.9,26,8572
95,83,84,46,124,90,72,74.22,18.7,66.935,100,28.74,11.415,13.975,26,8573
94,105,94,55,114,72,67,59.455,53.945,62.405,100,38.19,9.055,30.71,26,8574
92,77,72,62,108,78,69,50.99,58.27,68.115,100,18.9,17.325,26.38,26,8575
49,51,41,28,49,40,40,29.135,14.37,29.92,50.59,15.75,5.905,18.895,26,8576
96,100,88,76,120,83,83,59.06,14.96,91.15,100,25.395,13.585,31.105,26,8577
80,101,127,73,125,100,72,80.715,15.75,37.405,100,22.245,13.78,17.915,26,8578
87,110,105,71,129,67,71,73.43,31.105,39.57,100,24.41,8.465,13.58,26,8579
93,105,93,63,130,87,72,81.305,32.875,25.99,100,21.85,12.6,29.135,26,8580
87,82,77,79,111,79,84,80.515,13.98,16.535,98.825,34.255,16.145,25.59,26,8581
79,115,97,89,121,89,73,78.16,25.79,66.54,92.13,21.46,11.025,17.52,26,8582
106,99,90,45,123,79,72,76.19,23.82,25.985,100,24.61,9.645,20.475,26,8583
104,88,93,70,122,82,78,67.13,20.08,35.83,95.475,26.575,11.81,25,26,8584
83,99,89,63,125,71,78,57.285,22.835,71.465,96.065,22.445,8.465,22.445,26,8585
97,78,97,60,119,99,65,66.34,14.565,44.49,100,24.61,21.065,19.885,26,8586
89,98,96,70,118,66,81,83.475,13.585,38.585,100,19.1,9.845,29.135,26,8587
98,89,84,62,107,78,66,76.78,13.19,59.65,87.605,26.38,8.86,18.7,26,8588
90,89,97,69,105,84,81,63.395,13.19,55.52,74.61,19.49,11.815,27.17,26,8589
43,46,51,45,55,46,40,28.345,5.71,17.125,25.395,12.205,5.51,8.465,26,8590
92,100,90,69,117,84,73,65.95,14.765,17.125,66.15,29.92,11.815,12.005,26,8591
101,96,105,59,118,77,88,70.675,12.795,38.98,89.965,24.61,8.465,40.16,26,8592
92,85,87,60,105,85,71,75.4,12.21,23.625,80.91,29.33,9.055,23.625,26,8593
70,99,108,72,99,71,75,86.42,14.965,20.67,55.12,32.675,11.025,23.425,26,8594
108,111,93,90,115,93,87,69.3,26.38,21.065,49.805,37.01,11.615,20.08,26,8595
86,95,105,88,113,86,61,71.265,28.94,32.88,56.7,20.08,9.055,12.205,26,8596
96,95,71,83,93,74,77,55.515,12.995,12.4,52.17,24.41,8.66,16.145,26,8597
87,87,107,81,106,85,76,67.525,11.615,28.545,44.295,27.56,12.405,21.26,26,8598
93,93,99,81,117,68,69,64.57,13.975,15.55,57.68,23.82,8.465,13.385,26,8599
95,89,90,72,116,87,72,61.62,13.19,15.555,43.31,19.49,10.04,19.885,26,8600
86,117,95,86,115,76,70,64.375,22.44,20.08,52.17,23.625,9.055,18.11,26,8601
91,110,93,57,113,51,74,62.605,33.27,22.05,100,22.44,5.51,17.52,26,8602
89,97,76,58,111,85,78,67.135,55.52,13.78,100,22.835,10.235,26.775,26,8603
94,96,99,65,128,74,80,56.5,91.345,35.24,100,23.625,9.25,19.095,26,8604
74,100,86,64,113,73,69,17.72,60.045,35.83,100,24.61,8.86,18.11,26,8605
94,98,86,66,110,81,64,26.97,20.085,25.595,100,20.475,8.265,7.48,26,8606
76,94,85,73,108,82,64,16.145,21.46,25.595,79.725,15.945,10.635,25.2,26,8607
102,101,62,79,115,88,73,22.245,25.005,10.435,78.75,21.065,12.8,37.01,26,8608
74,113,94,64,108,75,87,18.11,24.41,25.79,100,23.035,10.04,25,26,8609
65,104,90,84,109,96,75,13.975,26.97,18.7,84.455,19.095,13.19,31.89,26,8610
96,99,86,73,111,87,73,53.55,14.37,40.75,67.33,34.65,18.31,24.41,26,8611
89,91,98,103.11,119,89,73,51.575,12.795,64.175,57.095,27.365,12.005,9.645,26,8612
82,106,87,87,104,75,70,64.375,22.05,24.215,52.17,20.87,8.07,28.15,26,8613
102,100,79,96.11,106,72,67,51.775,27.36,9.45,91.15,19.685,8.27,20.475,26,8614
88,95,85,81,94,84,70,66.345,19.295,14.96,78.55,16.735,10.435,19.885,26,8615
100,95,80,78,113,90,72,37.01,13.385,14.37,81.305,18.9,11.42,10.63,26,8616
75,86,72,79,114,75,72,13.19,12.795,10.235,84.455,18.7,8.86,36.42,26,8617
97,77,85,89,112,87,67,18.11,15.95,27.955,41.345,20.475,9.645,15.945,26,8618
84,91,73,87,103,63,78,13.585,12.405,12.205,41.145,14.96,7.68,44.69,26,8619
94,86,99,91,121,76,55,27.95,11.615,20.475,39.175,28.74,8.66,11.025,26,8620
88,83,97,88,96,82,62,14.565,12.99,25.79,38.19,22.64,10.235,17.72,26,8621
85,56,93,54,111,65,64,10.83,12.6,58.47,19.69,26.775,6.89,17.72,26,8622
70,81,76,69,104,54,63,9.845,11.42,48.035,35.045,15.555,5.12,12.4,26,8623
86,83,77,55,104,52,73,20.08,34.45,24.805,49.415,18.305,4.92,12.995,26,8624
91,113,82,75,129,58,71,14.565,53.35,28.745,82.685,22.44,5.905,36.03,26,8625
83,85,83,86,87,75,67,13.19,11.025,18.7,57.68,19.685,8.465,26.575,26,8626
67,86,108,94,111,84,69,8.27,11.815,26.97,37.995,26.575,8.855,20.08,26,8627
71,65,91,74,115,65,71,22.44,8.86,35.435,33.075,19.685,6.89,11.415,26,8628
93,89,86,78,97,53,89,15.155,12.795,23.82,34.055,17.52,5.315,19.095,26,8629
88,78,80,82,94,92,84,15.16,25.595,49.215,31.105,16.34,12.01,12.99,26,8630
62,88,58,78,80,59,95,16.735,12.6,8.265,27.56,11.42,6.3,17.125,26,8631
65,77,65,81,95,63,123,11.615,9.84,11.615,36.815,20.08,6.495,43.51,26,8632
75,50,86,59,119,57,69,11.025,6.105,24.805,21.855,23.625,6.5,9.45,26,8633
82,63,90,54,90,52,78,13.385,10.04,14.765,19.095,11.22,5.315,9.255,26,8634
71,58,69,65,96,60,94,10.63,9.06,39.375,52.565,13.385,5.315,13.19,26,8635
65,70,63,68,86,61,77,7.485,9.645,53.355,47.25,13.78,6.89,11.22,26,8636
55,71,66,65,95,52,84,6.695,10.83,55.515,24.215,13.975,5.315,11.025,26,8637
76,66,73,58,86,61,79,9.055,9.645,26.18,47.84,13.585,7.09,12.405,26,8638
73,82,69,66,96,65,91,9.055,14.175,11.025,50.2,15.55,6.695,15.945,26,8639
70,76,92,73,114,60,74,9.25,42.325,42.13,53.55,19.88,5.905,21.655,26,8640
83,51,57,69,81,87,46,11.22,50.795,10.235,25.005,12.995,9.84,6.105,27,8641
61,76,65,86,80,53,63,7.48,42.52,18.31,29.53,14.175,5.315,12.4,27,8642
79,84,82,86,101,63,53,9.845,11.81,29.92,33.27,17.325,6.1,7.675,27,8643
76,81,69,82,93,60,59,10.43,10.83,16.34,27.365,17.525,6.495,10.04,27,8644
78,86,73,88,105,76,40,9.45,12.6,10.235,34.65,16.14,7.68,4.725,27,8645
75,64,57,77,91,71,50,10.63,8.86,45.08,27.76,14.37,7.285,8.07,27,8646
75,59,80,60,109,57,60,8.465,11.025,20.08,21.455,17.125,5.71,7.48,27,8647
79,61,76,50,91,51,48,12.01,9.255,9.25,23.43,13.39,5.315,5.315,27,8648
78,76,72,71,87,55,48,9.055,17.52,9.055,37.6,14.175,4.92,6.495,27,8649
68,66,67,67,99,64,43,7.875,10.04,8.465,36.615,13.385,7.48,5.12,27,8650
72,64,47,65,68,68,53,9.45,10.83,11.22,25.79,8.66,7.085,11.815,27,8651
40,57,75,58,86,47,47,4.725,7.68,17.915,22.245,12.6,5.71,5.71,27,8652
66,65,58,73,86,48,40,7.48,10.825,6.89,29.53,14.96,4.725,5.515,27,8653
63,57,67,56,92,55,45,7.085,11.42,8.265,29.92,12.6,5.71,5.71,27,8654
63,72,58,71,72,58,45,6.495,14.37,6.695,44.885,8.465,7.085,5.905,27,8655
58,57,58,52,94,60,54,6.3,8.855,6.3,19.88,15.16,6.1,7.675,27,8656
60,55,69,57,93,52,41,6.89,8.075,9.055,20.475,15.75,4.925,4.135,27,8657
58,65,63,64,87,54,55,5.71,12.995,7.085,28.745,10.235,5.51,7.68,27,8658
56,61,60,70,83,55,52,5.71,10.43,8.07,33.86,12.795,6.105,6.495,27,8659
62,51,63,63,80,71,46,6.3,6.69,6.89,21.855,13.585,7.68,6.3,27,8660
65,61,57,59,81,54,46,7.675,10.04,5.905,25,10.435,5.315,5.315,27,8661
54,40,56,46,73,51,45,5.51,5.315,5.315,17.915,15.16,5.115,5.71,27,8662
52,60,55,59,67,41,31,5.71,9.055,6.3,24.015,9.06,3.54,3.345,27,8663
48,52,57,61,79,35,43,5.115,7.875,6.1,25.395,10.04,3.345,4.33,27,8664
45,48,63,59,70,56,33,5.705,6.495,6.89,22.05,8.665,5.705,3.54,27,8665
55,50,46,53,79,35,50,6.1,6.3,5.51,19.685,9.65,2.755,5.71,27,8666
67,55,60,50,69,43,46,7.09,7.875,12.205,22.64,7.675,3.74,6.89,27,8667
56,53,59,52,72,47,47,5.71,7.875,13.78,21.46,8.86,4.135,6.1,27,8668
52,64,48,63,81,48,40,5.71,9.255,6.105,23.23,10.235,4.525,4.33,27,8669
59,62,55,89,70,57,36,5.705,7.675,5.91,36.615,12.795,5.905,4.13,27,8670
56,57,55,72,71,52,33,5.905,6.3,7.085,29.725,11.81,5.315,3.54,27,8671
68,62,60,60,67,57,37,6.295,6.69,6.89,21.455,9.25,5.515,4.525,27,8672
51,49,48,60,49,61,31,4.725,4.725,7.875,17.125,6.495,6.1,3.35,27,8673
48,43,45,52,76,33,48,4.53,4.72,4.135,14.37,10.63,2.955,5.905,27,8674
55,38,49,54,79,38,41,4.92,3.545,17.52,14.37,30.515,3.345,4.525,27,8675
46,48,46,42,64,34,31,5.12,4.725,49.415,13.585,9.45,2.95,3.15,27,8676
47,47,32,59,54,35,32,4.33,4.92,47.84,16.93,5.905,3.345,3.54,27,8677
43,46,41,53,66,48,31,3.935,5.905,26.775,16.73,10.235,4.92,3.345,27,8678
45,43,41,51,52,42,30,4.135,4.525,4.525,12.4,7.48,3.74,3.345,27,8679
60,45,38,50,58,37,26,5.91,4.53,4.13,15.355,11.225,2.955,2.755,27,8680
40,45,32,47,59,51,29,3.74,5.115,3.54,14.765,8.66,4.725,3.35,27,8681
38,42,39,57,59,38,30,3.54,3.94,17.325,17.13,8.27,3.345,2.955,27,8682
32,29,39,42,50,30,27,2.755,2.755,49.02,10.825,7.675,2.365,2.755,27,8683
34,44,37,40,46,24,16,2.755,5.12,48.43,10.83,5.71,1.97,1.575,27,8684
33,30,31,51,44,34,27,2.755,2.955,12.6,15.945,5.315,2.755,2.955,27,8685
35,42,40,44,57,44,32,3.545,3.94,4.33,10.63,8.27,4.135,3.74,27,8686
39,40,48,54,53,32,29,3.345,4.135,5.51,14.37,7.87,2.36,2.95,27,8687
45,34,42,41,62,34,22,4.72,3.15,4.33,11.22,7.285,3.15,2.36,27,8688
36,52,26,57,41,40,20,3.345,5.515,2.76,16.145,4.725,3.74,1.97,27,8689
27,41,23,63,39,36,27,2.56,3.935,2.36,19.685,5.315,2.755,2.56,27,8690
30,39,41,47,51,40,29,2.365,4.135,4.33,13.975,7.285,3.545,2.755,27,8691
54,33,35,32,54,19,26,4.925,2.955,3.345,8.265,7.09,1.575,2.56,27,8692
33,48,30,61,51,30,25,2.95,4.725,3.15,18.9,8.66,2.755,2.555,27,8693
29,39,37,39,48,30,25,3.345,4.135,4.33,11.025,5.71,2.555,2.36,27,8694
35,42,29,44,47,28,28,2.56,4.335,2.755,14.375,6.495,2.56,2.755,27,8695
30,41,35,45,48,34,25,2.955,3.74,3.35,11.615,5.71,2.755,2.76,27,8696
37,39,31,48,45,36,19,3.15,3.15,2.955,12.99,5.115,2.95,2.365,27,8697
35,37,44,43,51,35,24,2.955,3.935,4.525,12.01,6.105,2.955,2.165,27,8698
32,37,30,40,45,26,13,2.56,3.74,3.15,11.22,6.3,2.165,1.18,27,8699
33,22,29,27,40,25,16,2.755,2.365,2.955,6.1,4.33,2.165,1.575,27,8700
30,35,36,40,38,30,31,2.165,3.15,6.105,11.42,4.72,2.165,3.15,27,8701
31,29,31,31,44,23,20,2.56,3.545,3.15,12.595,4.925,2.165,1.97,27,8702
31,30,28,39,47,24,22,2.56,2.955,3.15,10.63,5.315,2.365,2.165,27,8703
38,40,24,42,49,35,15,3.35,3.74,2.56,11.81,5.315,2.955,1.18,27,8704
20,37,32,43,52,34,19,1.77,3.35,3.15,11.42,6.1,2.755,1.97,27,8705
35,29,25,28,34,23,13,3.35,2.56,2.365,7.87,4.53,1.77,0.98,27,8706
23,35,32,35,44,22,21,1.57,3.935,3.74,9.645,5.51,1.77,2.165,27,8707
28,40,28,44,50,25,26,2.955,3.94,2.165,13.98,8.86,2.165,2.95,27,8708
31,28,28,33,36,34,20,2.56,2.76,2.76,8.465,5.12,2.95,2.165,27,8709
33,29,26,36,35,24,18,2.955,2.76,2.95,10.435,3.74,2.165,1.77,27,8710
31,32,32,37,45,25,20,2.56,3.15,7.87,12.795,5.71,2.165,2.165,27,8711
31,28,28,26,35,25,13,2.56,1.97,2.955,9.25,3.74,2.365,1.18,27,8712
22,33,27,37,45,21,19,1.77,2.755,3.74,11.025,7.285,1.77,2.36,27,8713
28,23,25,22,23,28,26,2.36,2.365,2.365,5.51,2.56,2.365,2.95,27,8714
30,28,36,31,52,21,22,2.165,2.56,3.15,7.09,6.5,1.77,2.365,27,8715
32,29,26,38,39,21,21,2.56,2.755,2.755,11.22,4.53,1.57,1.97,27,8716
30,29,30,29,37,37,18,2.755,2.56,3.74,8.265,3.94,2.95,1.97,27,8717
30,33,24,29,36,22,19,2.755,2.755,2.755,7.09,7.285,1.575,1.77,27,8718
29,22,31,28,42,25,16,2.76,1.97,3.74,8.465,5.51,2.365,1.77,27,8719
21,32,18,38,30,18,12,2.165,3.345,1.77,12.995,2.95,1.38,1.18,27,8720
24,30,26,35,41,41,18,1.965,3.145,4.135,11.22,4.925,3.545,1.77,27,8721
27,19,26,24,27,20,15,2.165,1.965,2.755,8.07,2.955,1.575,1.575,27,8722
29,32,24,38,46,14,18,2.56,3.345,2.36,15.55,4.92,1.57,1.965,27,8723
