L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy,DAY,MIN.3.TIME
101,67,98,28,114,81,82,88.985,100,56.7,100,60.24,9.845,66.54,6,1585
94,79,112,32,100,70,95,78.155,88.785,58.075,100,57.09,9.255,59.06,6,1586
71,72,112,56,121,67,94,92.92,92.325,47.05,100,72.05,8.075,47.245,6,1587
93,81,110,58,116,83,86,75.795,100,41.34,100,47.84,12.8,17.525,6,1588
89,81,116,52,123,81,69,89.77,99.02,36.42,100,46.46,14.17,19.095,6,1589
97,87,107,64,108,90,99,85.045,100,35.24,100,54.53,25.395,30.315,6,1590
100,104,103,107,102,49,87,61.62,97.64,61.225,92.525,36.42,65.355,17.915,6,1591
87,101,95,81,106,90,88,56.5,86.62,40.16,94.49,50.985,79.335,28.15,6,1592
79,99,109,55,73,93,82,72.245,64.765,35.83,100,64.57,79.14,15.555,6,1593
94,94,99,76,132,87,84,59.26,18.7,61.615,83.67,38.195,73.235,25.99,6,1594
84,88,105,92,124,68,70,75.795,12.205,43.505,65.16,46.265,75.99,12.995,6,1595
49,95,98,98,110,62,68,95.285,20.08,26.58,43.9,18.31,93.115,14.565,6,1596
63,96,82,96,124,62,93,83.47,20.865,14.96,42.915,24.215,96.46,38.39,6,1597
59,84,94,95,114,64,91,78.55,13.975,51.38,53.15,50.595,84.85,62.01,6,1598
49,88,102,84,83,86,77,86.82,11.415,83.47,34.06,55.515,74.615,38.98,6,1599
58,97,82,84,140,78,87,86.82,16.73,61.62,37.8,28.545,21.455,19.295,6,1600
52,82,88,91,138,56,72,100,12.8,49.215,47.835,36.025,34.845,20.675,6,1601
73,90,97,79,111,63,75,69.295,22.64,33.665,37.995,36.025,10.83,20.08,6,1602
69,112,87,84,70,51,91,78.155,29.725,18.505,60.635,56.895,7.48,51.97,6,1603
82,88,91,70,131,92,90,71.655,15.945,56.695,59.65,37.795,14.57,45.67,6,1604
66,110,95,91,128,68,88,79.135,22.835,88.195,65.36,35.435,13.19,32.29,6,1605
90,103,94,85,118,95,91,49.615,16.935,72.055,60.24,26.97,27.56,22.05,6,1606
92,87,96,84,135,74,81,63.59,13.78,38.585,44.49,33.465,31.105,15.745,6,1607
87,102,94,94,111,73,82,67.525,21.655,15.16,48.035,18.9,24.41,31.895,6,1608
93,87,92,99,113,46,61,34.845,11.225,20.67,48.625,28.745,81.9,21.855,6,1609
61,96,97,93,117,44,80,100,14.175,20.67,35.635,23.625,98.23,22.05,6,1610
68,108,76,81,152,50,73,98.23,26.38,21.655,49.81,28.745,88.585,22.835,6,1611
87,113,93,60,129,38,94,58.47,21.855,18.31,91.735,24.215,87.8,45.675,6,1612
77,92,110,50,130,32,77,81.11,14.765,16.34,100,31.895,100,15.355,6,1613
97,99,88,46,140,21,68,67.325,22.05,34.845,100,39.96,100,16.14,6,1614
87,96,106,68,126,41,101,68.71,28.94,53.55,100,33.27,78.15,40.355,6,1615
78,103,107,73,133,56,84,84.065,28.745,29.33,84.255,34.45,100,55.32,6,1616
92,97,84,56,120,54,59,59.255,22.445,28.94,100,40.36,94.69,61.62,6,1617
88,90,90,52,118,21,89,62.41,22.835,48.625,100,45.28,100,65.95,6,1618
84,95,77,74,122,51,72,70.48,17.715,50.4,100,72.05,100,91.145,6,1619
82,104,105,80,150,28,59,74.805,17.13,52.955,91.54,33.07,94.885,100,6,1620
63,111,101,49,121,46,87,93.9,18.9,18.31,100,26.975,92.72,92.72,6,1621
82,101,93,62,143,64,114,67.13,16.54,28.545,100,41.345,99.805,93.51,6,1622
86,87,106,74,141,69,113,68.51,20.865,27.955,96.065,31.89,100,87.8,6,1623
76,114,100,66,122,74,112,77.76,19.49,62.21,94.885,28.35,89.57,85.835,6,1624
75,104,96,56,117,71,116,91.54,20.275,47.05,100,35.435,89.175,64.375,6,1625
81,101,95,73,115,66,98,82.485,23.82,41.145,85.44,34.055,90.75,17.325,6,1626
95,114,98,71,137,89,115,71.465,26.185,47.64,94.1,35.63,59.45,28.15,6,1627
82,101,82,54,126,76,96,86.03,18.305,77.76,100,29.14,47.835,68.31,6,1628
74,100,96,47,116,55,78,91.74,13.975,24.805,100,65.165,65.56,35.24,6,1629
74,80,92,52,125,61,92,72.445,14.57,19.095,100,37.6,76.385,39.965,6,1630
74,98,87,59,124,40,79,69.885,16.73,37.6,100,30.71,91.93,45.675,6,1631
61,104,86,35,94,71,79,91.145,36.03,15.945,100,74.41,88,26.38,6,1632
58,80,93,43,82,79,75,99.02,17.13,52.56,100,89.765,53.745,25,6,1633
100,78,96,49,96,70,91,85.83,18.305,73.825,100,86.62,65.165,27.165,6,1634
64,101,100,50,97,48,76,82.485,45.67,81.7,100,71.66,74.415,35.435,6,1635
81,105,85,41,134,49,83,84.255,48.625,62.605,100,35.83,77.17,41.145,6,1636
72,78,101,79.11,115,75,81,89.965,100,69.885,100,50.985,85.635,32.875,6,1637
102,72,83,53,85,69,87,61.42,100,96.655,100,63.98,70.475,52.955,6,1638
88,80,89,56,88,75,71,70.085,100,100,100,56.305,83.275,43.31,6,1639
95,85,72,57,120,68,72,58.86,98.035,99.61,100,28.545,72.445,28.35,6,1640
61,95,41,49,142,71,76,72.645,100,100,100,48.63,56.3,33.86,6,1641
70,81,73,53,108,81,78,75.795,100,86.62,100,23.82,60.045,27.565,6,1642
104,78,91,35,142,60,80,73.04,100,25.395,100,35.435,77.37,22.245,6,1643
62,63,80,41,123,80,49,61.815,100,74.02,100,46.85,77.96,10.63,6,1644
55,71,96,37,131,57,65,94.1,100,69.695,100,20.475,58.67,14.765,6,1645
57,68,66,48,133,52,82,69.89,96.065,52.365,100,26.38,86.23,52.365,6,1646
71,62,58,37,136,67,77,87.995,99.02,100,100,26.185,89.965,63,6,1647
68,77,89,42,121,56,83,88.785,100,67.13,100,34.65,90.755,58.865,6,1648
41,93,73,57,117,59,74,91.735,100,62.8,100,63.195,60.045,62.21,6,1649
50,74,46,45,99,62,77,100,99.805,100,100,70.28,55.515,50.985,6,1650
67,67,43,58,68,72,72,84.065,100,100,100,89.77,54.53,18.9,6,1651
51,83,50,50,70,70,69,98.23,94.1,85.04,100,85.435,54.73,28.745,6,1652
51,76,46,46,58,93,91,93.71,98.825,87.8,100,88.98,37.995,28.15,6,1653
54,89,53,60,25,118,65,100,97.25,93.705,100,100,22.25,18.9,6,1654
36,69,70,57,37,115,58,100,100,73.435,100,100,29.335,8.86,6,1655
51,90,61,58,57,100,61,96.655,99.215,96.065,100,91.93,16.93,18.9,6,1656
52,92,60,47,73,102,89,97.055,100,96.86,100,87.21,18.11,29.53,6,1657
56,81,72,68,77,72,73,92.525,93.31,83.465,100,100,19.69,19.29,6,1658
53,96,98,44,74,66,79,93.705,99.415,56.7,100,88.39,10.83,22.64,6,1659
53,71,90,41,123,78,67,87.8,100,58.47,100,78.35,14.375,32.09,6,1660
28,41,53,14,45,30,27,49.415,48.425,20.475,50.195,37.405,3.74,29.92,6,1661
79,66,81,48,57,82,57,75.595,100,64.97,100,55.515,11.025,66.93,6,1662
68,82,87,46,126,61,82,89.77,93.9,24.015,100,36.62,11.42,63.98,6,1663
81,74,90,39,123,79,74,87.805,39.57,73.435,100,42.525,51.775,61.03,6,1664
35,26,43,26,49,44,36,47.64,22.045,38.585,50.59,47.835,22.64,21.455,6,1665
82,83,79,56,97,79,81,76.58,69.1,61.815,100,79.73,24.61,44.69,6,1666
80,76,93,41,126,74,74,73.235,94.69,80.52,100,60.83,20.475,54.135,6,1667
80,77,91,37,138,55,56,66.54,100,64.575,100,47.64,10.825,59.255,6,1668
86,79,83,47,128,71,67,66.145,99.215,63.195,100,21.655,12.995,61.025,6,1669
64,91,91,56,153,91,80,86.815,97.84,39.37,100,29.725,18.505,50.2,6,1670
71,69,79,51,134,73,71,70.28,100,51.775,100,32.68,12.01,57.09,6,1671
77,82,89,45,147,71,113,62.995,93.905,84.655,100,29.53,20.67,81.305,6,1672
80,79,88,43,134,79,106,82.685,97.445,94.1,100,53.35,31.495,84.455,6,1673
80,68,78,36,133,70,109,95.085,98.43,96.46,100,28.15,60.24,88.59,6,1674
74,95,81,33,126,72,120,59.65,97.84,99.215,100,32.285,56.695,80.32,6,1675
78,89,94,68,139,65,105,69.1,76.775,100,100,33.465,54.925,65.555,6,1676
77,96,103,56,117,72,115,63.195,49.02,100,100,25.395,54.535,76.185,6,1677
85,94,103,55,136,92,115,58.665,54.53,80.715,100,32.29,37.8,78.745,6,1678
80,91,99,57,136,84,118,59.45,37.8,61.425,100,44.095,66.74,77.37,6,1679
70,93,58,56,132,77,120,82.095,35.045,78.55,100,25.985,62.8,79.93,6,1680
72,96,78,53,119,73,106,87.995,21.85,79.735,100,36.03,61.815,88,6,1681
71,82,93,55,103,71,79,76.975,16.93,72.45,100,57.485,57.685,100,6,1682
84,99,93,57,58,68,88,87.405,17.13,48.235,100,56.695,48.82,84.65,6,1683
71,83,85,62,110,89,71,100,11.615,57.485,100,43.31,39.375,70.87,6,1684
71,95,92,68,147,114,75,70.48,33.86,30.12,94.295,26.58,23.425,63.395,6,1685
88,111,93,86,127,95,70,81.305,34.45,33.66,100,38.585,21.46,69.1,6,1686
86,101,96,65,119,111,81,69.885,16.145,42.325,100,25.395,18.9,62.8,6,1687
75,100,83,52,128,108,85,69.295,16.535,23.23,98.625,34.845,21.455,71.86,6,1688
71,87,98,78,97,114,81,94.295,17.915,61.425,100,69.1,61.62,59.65,6,1689
85,93,93,38,108,118,89,74.025,13.39,55.515,100,70.28,44.1,45.48,6,1690
69,91,110,47,115,87,90,95.87,14.17,60.635,100,48.825,33.075,70.87,6,1691
72,96,78,53,142,107,75,85.24,12.4,73.43,88.39,27.365,40.16,63.785,6,1692
71,71,97,76,124,116,68,76.975,11.025,68.31,58.86,36.025,33.075,63.195,6,1693
75,97,79,102,129,112,73,75.595,20.87,92.525,42.13,27.56,23.23,59.85,6,1694
88,116,76,94,135,118,78,77.96,27.955,66.15,56.5,30.515,23.235,65.56,6,1695
85,112,76,80,158,109,83,50.005,31.305,64.965,79.535,30.515,24.805,68.51,6,1696
78,99,87,90,112,67,71,83.67,17.13,77.565,82.095,64.57,71.655,62.21,6,1697
95,104,72,88.11,95,66,75,69.885,23.82,90.36,54.535,69.295,73.825,69.69,6,1698
73,111,82,78,95,45,72,95.87,44.49,72.45,85.245,50.395,45.28,63.195,6,1699
85,110,94,90,96,89,40,93.115,21.455,41.145,100,37.405,45.67,76.185,6,1700
78,87,81,101,138,76,57,88.395,57.29,33.27,85.635,24.805,47.445,70.085,6,1701
87,94,70,105,112,86,59,76.975,20.475,24.61,70.48,20.865,33.07,70.08,6,1702
86,96,61,84,115,77,66,84.455,22.05,11.615,59.455,30.12,17.13,58.86,6,1703
64,108,106,88,130,85,72,94.69,18.705,23.035,63.78,30.12,40.16,65.95,6,1704
78,117,93,88,149,67,73,75.4,26.77,37.605,78.945,33.86,19.49,62.21,6,1705
92,102,95,75,129,85,85,58.865,14.175,52.365,97.64,34.255,42.915,62.8,6,1706
89,103,85,88,138,95,99,59.45,18.705,33.665,75.79,29.14,62.405,67.13,6,1707
91,92,105,86,133,91,84,63.195,17.72,25.595,89.175,23.625,73.825,50.79,6,1708
82,98,99,86,153,94,65,62.8,29.53,36.62,71.66,27.755,65.165,31.105,6,1709
86,114,91,62,112,80,75,60.63,27.955,29.335,86.225,31.695,44.095,36.815,6,1710
75,93,88,64,136,67,71,76.78,16.54,35.83,100,30.315,11.025,32.88,6,1711
89,100,100,84,151,82,79,83.075,12.99,38.785,76.19,36.03,41.93,42.525,6,1712
92,100,130,83,139,92,77,57.09,24.805,92.525,82.09,27.17,63.785,26.575,6,1713
90,107,104,79,124,94,76,66.54,25.79,64.765,100,39.57,33.27,27.76,6,1714
80,95,89,71,122,86,76,71.465,13.585,38.98,100,25.395,35.045,35.24,6,1715
88,109,97,88,92,80,68,59.255,23.23,24.02,89.375,73.04,54.135,27.17,6,1716
75,111,109,74,128,79,78,82.685,18.7,67.915,80.52,52.565,35.83,35.24,6,1717
70,97,67,84,131,94,79,90.95,17.325,100,73.63,24.215,33.07,46.46,6,1718
84,107,84,86,131,90,81,96.855,20.08,95.675,65.16,37.21,19.095,38.39,6,1719
84,100,83,99,137,87,63,78.55,19.685,80.315,87.015,26.775,21.855,19.685,6,1720
86,102,94,87,131,82,80,67.72,12.995,54.73,89.77,45.675,31.305,23.625,6,1721
86,92,110,66,129,77,69,84.65,18.11,39.37,96.655,32.88,11.42,21.065,6,1722
77,119,86,76,137,76,70,91.935,27.76,50.2,93.31,32.68,14.175,20.275,6,1723
75,81,103,49,136,87,65,73.435,14.965,39.965,100,28.545,19.685,24.41,6,1724
63,80,97,64,130,70,63,92.915,17.915,44.69,100,45.67,15.355,18.705,6,1725
74,112,86,86,142,70,72,81.695,28.545,78.155,100,24.015,26.97,27.76,6,1726
78,112,93,61,128,85,76,94.3,23.035,52.565,100,22.84,22.64,30.12,6,1727
79,102,73,37,124,63,66,74.81,19.29,58.075,100,22.44,18.9,25.395,6,1728
96,96,76,63,134,74,77,66.15,30.905,69.49,100,36.815,19.69,37.6,6,1729
99,97,80,79,124,94,88,50.795,18.895,66.54,100,34.45,19.1,59.06,6,1730
97,99,63,86,91,80,80,56.695,13.78,84.06,80.715,60.24,38.585,59.255,6,1731
51,94,84,95,104,77,83,100,19.885,83.275,53.545,75.005,43.705,72.445,6,1732
87,92,83,94,100,77,65,77.57,14.965,100,50.005,64.175,28.15,41.535,6,1733
98,114,67,66,90,62,69,65.75,17.13,100,87.015,79.535,14.765,30.515,6,1734
91,89,71,87,98,83,71,85.635,11.025,99.02,85.835,79.34,18.705,57.88,6,1735
81,103,83,106,101,103,79,63.39,19.295,96.46,48.23,82.29,24.605,42.72,6,1736
54,89,85,101,98,76,68,93.9,13.385,93.705,52.96,83.665,26.18,41.145,6,1737
90,104,53,112,96,65,72,73.235,12.99,62.605,54.73,86.03,12.995,42.52,6,1738
76,94,92,76,79,96,71,79.335,16.34,59.45,57.485,84.85,30.91,45.675,6,1739
94,98,62,63,59,69,50,78.16,45.08,79.735,51.775,94.1,54.14,16.93,6,1740
87,102,73,93,59,61,77,75.79,22.64,71.265,64.18,95.28,10.235,23.23,6,1741
64,93,94,96,88,93,66,89.965,15.75,79.535,55.91,79.535,23.43,23.425,6,1742
83,91,67,110.11,99,93,86,92.135,16.93,82.29,47.05,77.565,52.96,31.5,6,1743
68,107,68,82,81,72,75,83.075,27.36,93.515,72.645,81.695,45.085,44.095,6,1744
88,103,77,100.11,65,71,63,74.81,18.9,84.85,100,89.18,20.475,63.195,6,1745
58,84,74,100,64,75,71,94.295,11.615,86.615,67.135,90.165,18.115,74.61,6,1746
63,80,77,94,56,84,85,85.635,15.75,78.945,44.095,97.05,37.995,66.735,6,1747
80,92,62,108,60,80,92,83.08,11.025,68.51,37.6,91.34,34.255,61.225,6,1748
77,107,46,109,44,79,87,85.44,19.88,91.935,50.79,96.855,23.03,60.04,6,1749
91,92,41,77,64,71,63,78.745,13.385,89.765,70.085,88.785,9.845,56.305,6,1750
83,97,35,98,44,89,55,56.695,15.945,90.165,69.1,90.56,11.42,77.765,6,1751
73,90,73,90,65,91,69,91.345,15.355,73.035,52.17,86.615,15.16,84.255,6,1752
78,99,66,109,74,73,38,71.265,17.915,98.63,40.945,86.82,13.385,76.385,6,1753
66,89,67,105.11,102,99,73,86.025,13.19,83.665,51.185,82.29,12.405,68.9,6,1754
44,103,64,110,65,91,68,91.735,17.125,96.265,46.07,89.375,19.29,72.45,6,1755
51,98,45,106,92,78,73,99.61,15.945,100,56.7,84.26,12.405,63.785,6,1756
59,116,51,93,46,91,67,90.16,17.915,89.38,73.43,92.725,13.78,76.975,6,1757
50,85,86,74,85,76,88,97.05,12.99,87.605,95.28,79.535,13.785,65.36,6,1758
50,100,67,93,79,88,91,98.035,20.275,80.32,57.285,87.01,12.99,66.935,6,1759
71,81,78,96,94,89,76,65.755,12.6,62.21,42.325,81.5,14.96,35.435,6,1760
77,87,73,100,100,84,76,67.72,16.93,79.925,37.8,84.255,20.47,33.86,6,1761
78,97,66,94,98,76,72,75.79,22.64,81.505,54.73,85.04,14.57,53.155,6,1762
83,91,66,92,60,90,75,67.13,12.01,79.535,46.46,83.275,17.13,49.61,6,1763
83,100,84,93,77,86,90,85.64,17.125,91.94,45.67,90.165,16.535,47.05,6,1764
77,94,72,89,83,71,58,78.155,13.385,83.275,62.41,89.77,10.825,24.215,6,1765
77,85,81,90,85,88,81,61.62,13.78,89.375,55.715,82.49,13.98,24.215,6,1766
81,113,72,105,83,96,69,77.37,16.93,81.7,60.635,89.775,16.145,46.46,6,1767
76,105,75,78,75,85,83,69.89,17.915,60.635,61.62,100,11.815,48.035,6,1768
66,95,102,94,76,65,87,88.39,15.945,76.775,65.95,89.18,10.04,35.04,6,1769
73,98,88,67,116,90,71,87.21,16.34,81.305,90.16,80.91,15.155,22.245,6,1770
65,92,64,54,68,71,62,89.965,15.36,88.785,100,91.74,11.415,21.065,6,1771
79,102,60,54,63,85,65,92.72,18.705,91.345,100,93.115,16.93,16.735,6,1772
84,97,77,72,62,90,66,68.51,14.37,92.33,100,94.49,14.37,22.44,6,1773
79,106,57,56,68,87,79,91.94,16.145,91.93,100,94.295,17.915,35.435,6,1774
86,105,66,74,53,89,85,74.415,16.93,95.87,100,86.82,14.565,47.25,6,1775
71,99,71,74,69,95,83,83.47,14.96,80.125,73.625,95.28,27.755,31.3,6,1776
74,99,88,96,89,88,83,66.54,22.44,78.745,56.695,82.685,26.575,56.5,6,1777
92,113,66,77,95,79,91,67.525,18.9,90.165,94.1,90.16,29.135,39.57,6,1778
88,102,91,71,98,89,71,76.78,20.475,77.37,75.99,91.345,21.26,19.295,6,1779
72,101,69,60,110,79,70,81.305,42.325,87.605,72.835,75.205,17.325,19.1,6,1780
77,108,82,57,88,66,62,80.715,32.485,79.14,100,79.535,13.58,9.25,6,1781
61,98,84,60,103,75,73,80.715,35.235,93.31,100,77.955,22.835,27.17,6,1782
59,88,95,73,81,76,65,84.455,30.905,82.29,94.1,63.785,9.45,21.655,6,1783
48,84,101,85,97,80,79,95.68,11.615,74.215,85.835,77.37,12.4,28.35,6,1784
60,96,87,88,126,82,61,87.41,14.37,72.645,45.87,54.335,14.57,22.245,6,1785
63,87,81,88,130,87,72,87.21,16.93,61.42,57.285,27.365,18.7,27.56,6,1786
103,108,79,100.11,131,82,69,62.8,16.735,75.595,61.225,33.665,21.66,35.63,6,1787
76,109,98,89,149,82,62,90.555,19.49,70.87,65.56,26.775,36.42,25,6,1788
86,100,115,108,136,100,64,60.635,14.57,40.555,56.5,22.835,66.54,16.93,6,1789
90,95,98,99,120,83,81,57.485,14.96,57.485,40.16,28.155,37.21,44.495,6,1790
108,109,91,105,114,79,71,59.65,16.735,47.64,43.7,43.505,17.52,31.3,6,1791
68,110,116,96,75,91,72,97.05,16.34,26.775,43.7,78.745,23.625,28.15,6,1792
83,108,104,104,92,86,74,75.205,13.19,28.94,44.1,64.375,21.265,13.585,6,1793
85,86,107,92,113,71,28,48.23,11.225,55.715,33.27,44.1,11.42,3.54,6,1794
89,69,77,71,100,56,89,67.33,9.25,27.365,21.26,19.49,5.71,49.215,6,1795
94,113,90,98,133,70,73,69.495,27.955,16.34,53.94,20.475,8.265,29.925,6,1796
93,108,55,63,131,68,62,64.18,23.82,49.02,100,24.61,14.565,11.22,6,1797
77,74,85,61,121,89,59,87.41,17.32,28.935,100,22.44,22.84,20.275,6,1798
89,96,80,90.11,113,87,74,62.6,17.125,14.37,79.925,22.445,34.845,34.055,6,1799
84,103,88,93,144,35,59,56.305,17.915,19.685,57.485,30.51,79.34,47.445,6,1800
85,99,102,90,122,49,69,50.985,16.14,46.07,71.265,22.64,100,55.715,6,1801
82,91,82,96,121,44,54,74.22,13.385,77.565,56.11,20.87,100,54.925,6,1802
93,115,95,103,114,31,64,61.225,19.49,15.355,62.805,15.75,100,59.055,6,1803
86,103,87,93,101,48,70,64.57,21.46,16.735,80.715,18.505,100,63.19,6,1804
81,130,91,58,138,56,88,73.825,20.67,19.49,97.05,27.56,100,52.955,6,1805
104,94,113,60,130,40,105,61.62,44.885,21.46,100,25.005,97.25,27.955,6,1806
74,100,88,57,123,52,97,87.805,41.735,25.2,100,20.475,96.065,18.705,6,1807
82,90,88,63,105,40,68,70.48,45.275,18.9,100,17.52,100,30.71,6,1808
89,89,85,35,129,62,65,51.38,34.06,33.86,100,29.335,85.635,11.22,6,1809
61,73,100,36,112,78,61,80.125,57.285,16.73,100,38.195,97.645,47.84,6,1810
49,67,97,46,104,69,75,96.065,100,19.295,100,19.49,80.32,65.36,6,1811
55,87,101,47,133,69,63,94.695,87.805,33.27,100,24.605,96.46,65.165,6,1812
50,95,100,45,116,70,67,97.05,88.195,15.16,100,24.61,97.25,26.18,6,1813
56,95,96,37,119,82,55,88.985,99.61,31.695,100,25.79,83.67,19.295,6,1814
73,83,91,47,112,85,86,66.145,97.64,20.08,100,17.52,73.43,51.775,6,1815
106,95,91,49,132,95,74,46.655,43.705,22.445,100,25.79,68.31,30.515,6,1816
73,89,89,63,142,84,81,71.26,31.3,37.405,100,31.3,75.79,37.795,6,1817
74,110,106,65,122,83,75,88.195,23.82,30.315,86.42,34.255,77.175,14.37,6,1818
70,103,114,76,145,77,94,89.77,36.62,58.47,64.965,28.35,86.62,22.245,6,1819
85,98,99,102,118,84,84,77.96,59.655,71.46,50.005,33.47,75.4,28.94,6,1820
73,113,106,89,131,86,76,82.68,24.41,84.06,63.39,33.27,75.6,20.67,6,1821
54,101,99,89,108,84,80,100,19.885,57.09,52.365,33.86,82.485,35.825,6,1822
83,116,92,105,117,84,78,78.55,28.345,35.24,53.94,40.755,89.77,44.095,6,1823
76,102,95,75,119,74,80,88.195,15.355,40.555,83.475,23.23,66.54,84.06,6,1824
89,92,116,86,129,98,82,73.23,20.275,37.8,65.36,32.875,42.915,37.205,6,1825
93,108,106,89,131,73,82,79.335,25.595,46.855,70.675,28.35,23.82,31.5,6,1826
79,107,102,91,120,94,84,73.43,17.915,53.94,64.77,29.135,25.2,37.01,6,1827
76,86,118,91,134,85,73,76.19,12.405,26.77,52.76,33.86,55.91,29.53,6,1828
87,117,81,73,113,37,72,60.83,19.69,29.33,42.13,30.515,88.785,46.655,6,1829
83,117,93,86,62,37,70,70.28,34.845,50.79,81.305,61.225,84.85,70.87,6,1830
74,95,99,68,22,88,76,72.25,15.55,33.27,90.555,80.32,85.24,83.275,6,1831
77,97,96,72,109,92,59,77.17,12.795,32.09,85.245,43.9,89.97,72.25,6,1832
91,114,97,97,108,83,83,51.38,17.325,50.985,47.05,45.87,82.485,54.535,6,1833
86,96,107,80,117,88,72,63.59,16.54,30.515,71.465,39.965,71.07,55.32,6,1834
94,117,88,76,118,85,82,62.405,19.095,16.34,82.09,23.425,35.435,52.565,6,1835
92,115,96,84,129,81,79,63.195,17.13,18.11,73.04,37.205,62.015,38.98,6,1836
90,77,103,70,108,83,81,73.825,30.91,61.225,65.165,44.295,71.065,39.57,6,1837
83,95,106,96,123,69,76,71.86,12.4,51.97,41.935,44.69,33.665,40.555,6,1838
98,100,95,83,127,70,77,63.39,22.245,42.72,39.57,48.23,7.675,20.865,6,1839
74,89,101,61,94,60,66,76.385,16.145,50.99,92.525,43.115,7.48,9.645,6,1840
78,102,102,95,68,71,81,72.445,18.115,25.395,52.365,59.455,11.615,31.105,6,1841
80,90,76,83,108,71,80,72.84,13.385,16.93,60.635,41.54,7.875,36.025,6,1842
88,96,51,77,145,74,82,68.115,19.49,69.495,62.405,38.78,10.83,29.335,6,1843
86,103,90,90,111,77,70,82.095,16.34,42.72,67.325,43.9,10.83,19.685,6,1844
89,95,102,61,131,62,77,71.66,16.735,45.865,100,32.68,9.45,44.885,6,1845
102,96,54,48,79,74,74,57.68,19.885,35.83,100,35.04,10.435,40.755,6,1846
84,95,99,88.11,121,76,82,72.055,14.175,62.015,100,42.915,10.825,26.185,6,1847
99,104,103,63,127,73,72,61.62,15.155,25.395,100,28.15,10.04,12.01,6,1848
95,96,99,64,100,87,50,77.17,17.125,16.935,100,27.955,13.39,12.01,6,1849
83,97,84,51,72,70,68,69.89,14.765,13.585,100,54.925,11.22,14.37,6,1850
72,106,104,49,73,73,79,85.045,15.75,31.5,100,57.285,8.465,23.825,6,1851
104,87,91,61,63,79,76,60.045,16.535,37.205,100,56.895,10.63,57.09,6,1852
91,88,88,71,114,70,80,65.755,25.785,24.805,93.705,38.19,8.465,31.89,6,1853
77,97,97,58,96,72,65,69.885,16.145,44.295,100,51.185,12.405,30.515,6,1854
77,87,88,60,70,76,66,62.6,15.155,63.785,100,55.91,11.615,12.995,6,1855
83,110,93,48,128,80,79,72.84,17.13,46.855,100,27.56,9.45,18.505,6,1856
85,92,94,72,115,75,81,89.18,23.825,21.26,100,21.065,9.055,23.425,6,1857
90,104,98,71,121,95,69,66.15,27.365,25.99,99.805,25.59,15.355,25,6,1858
79,108,102,43,130,84,76,81.31,48.43,51.775,100,31.305,13.19,36.42,6,1859
91,81,92,45,118,74,88,73.63,38.585,27.955,100,20.865,9.06,50.005,6,1860
100,94,93,57,138,81,71,73.035,34.45,23.425,100,29.73,10.235,33.27,6,1861
86,92,104,59,122,82,96,74.025,19.885,20.87,100,23.035,17.72,43.31,6,1862
95,84,102,48,134,93,74,57.485,20.08,33.27,100,43.11,14.96,33.465,6,1863
92,99,94,48,119,73,74,50.2,28.745,65.56,100,26.38,10.24,20.475,6,1864
99,86,84,45,126,75,68,61.62,65.95,24.61,100,24.41,8.86,14.57,6,1865
83,88,86,79,112,77,67,73.04,41.735,36.815,100,24.41,10.825,16.735,6,1866
80,90,96,61,141,87,70,82.88,20.47,43.7,100,24.61,11.22,27.565,6,1867
89,112,100,51,118,80,74,68.51,31.695,23.82,100,19.095,11.81,27.955,6,1868
75,94,86,61,116,71,69,66.145,27.56,55.71,100,18.9,17.52,30.91,6,1869
88,102,83,57,138,96,61,48.43,22.64,30.905,100,32.875,24.215,10.635,6,1870
93,96,85,82,106,83,63,59.845,15.16,39.77,89.57,17.52,9.845,16.93,6,1871
97,86,83,90,110,71,67,68.31,13.78,21.85,54.53,18.11,8.465,15.55,6,1872
86,104,95,82,133,84,66,78.745,19.49,33.66,70.675,22.25,13.19,25,6,1873
79,97,73,94,87,85,81,73.035,14.37,10.235,54.53,39.57,13.39,18.51,6,1874
77,67,99,82,62,72,65,86.815,9.055,23.82,29.92,59.06,10.83,16.93,6,1875
89,93,84,86,109,57,70,72.25,11.225,23.82,39.765,25.985,6.5,22.05,6,1876
86,87,74,85,126,80,74,46.655,19.1,11.22,35.24,24.215,9.645,28.15,6,1877
96,98,98,86,126,60,79,56.11,13.585,34.45,63,23.625,6.3,28.35,6,1878
79,98,97,86,130,80,71,81.105,29.53,38.39,53.55,21.26,10.04,26.97,6,1879
100,101,83,68,122,64,76,55.32,19.49,33.47,96.065,23.43,9.25,22.64,6,1880
95,96,90,58,123,89,80,60.635,14.565,24.61,100,23.625,11.42,30.12,6,1881
95,99,99,67,113,77,61,56.305,16.34,54.535,100,22.445,9.45,24.61,6,1882
89,107,74,56,112,79,71,60.44,22.05,27.165,99.02,18.9,9.055,31.105,6,1883
84,109,98,66,113,83,66,72.45,26.575,41.34,100,28.345,9.845,40.16,6,1884
94,88,94,78,112,73,78,71.07,18.9,32.485,86.82,31.5,9.45,42.72,6,1885
82,90,89,73,131,87,66,69.885,21.455,51.185,57.88,30.905,11.025,70.675,6,1886
73,92,93,86,117,73,77,67.525,36.615,16.93,64.57,27.165,7.875,33.075,6,1887
